1,85,5,88,105,6,108,75,7,78,100,3,110,94,4,100,97,4,100,103,4,104,106,4,112,102,3,109,82,11,91
0,95,2,97,102,3,104,114,7,122,100,3,106,104,4,108,89,5,94,106,1,108,89,6,90,76,2,82,83,9,89
2,102,3,103,113,1,114,91,5,93,95,4,98,105,7,113,74,1,78,93,4,94,96,1,101,94,2,101,97,12,105
3,94,2,95,101,4,106,108,8,111,93,6,99,100,5,106,76,8,80,85,3,86,105,3,113,88,1,97,101,9,107
5,106,4,106,120,5,120,110,1,116,83,8,90,90,4,94,92,7,99,92,4,94,94,4,98,75,5,83,92,4,100
4,97,1,98,104,3,105,99,4,105,107,9,111,87,6,92,75,2,82,112,5,112,103,3,109,88,4,94,87,4,92
6,96,5,96,110,2,110,95,1,98,100,5,101,91,8,98,95,1,99,91,4,93,104,6,113,90,2,98,85,9,94
7,96,2,100,95,8,98,99,4,101,93,6,99,81,6,85,87,2,94,105,6,106,95,3,97,95,3,103,108,6,117
8,95,4,96,116,6,118,107,3,110,92,5,99,85,1,89,81,5,82,95,5,98,102,4,106,84,2,95,100,8,107
9,111,0,112,112,7,112,104,3,111,91,5,96,78,3,82,94,2,98,108,3,108,96,4,100,84,2,88,86,7,93
