1,85,1,88,106,7,108,72,2,78,100,9,110,91,2,100,95,6,100,102,6,104,107,7,112,100,5,109,82,15,91
0,94,3,97,103,10,104,108,4,122,97,1,106,100,4,108,90,5,94,106,5,108,85,7,90,73,6,82,85,14,89
2,102,3,103,113,6,114,87,5,93,94,5,98,105,4,113,74,5,78,93,3,94,95,2,101,93,1,101,96,14,105
3,94,5,95,103,9,106,106,2,111,90,6,99,98,5,106,78,11,80,84,5,86,105,2,113,85,2,97,100,10,107
5,105,3,106,120,3,120,112,1,116,81,7,90,89,2,94,92,12,99,92,7,94,95,6,98,72,5,83,91,5,100
4,96,1,98,104,9,105,99,4,105,105,10,111,88,6,92,75,1,82,112,3,112,101,5,109,88,3,94,82,8,92
6,96,6,96,109,6,110,95,1,98,99,4,101,91,2,98,93,2,99,90,7,93,107,3,113,92,1,98,89,7,94
7,96,1,100,95,9,98,97,2,101,91,6,99,81,5,85,88,10,94,104,6,106,93,6,97,90,4,103,110,6,117
8,93,4,96,116,5,118,107,4,110,92,9,99,82,1,89,81,5,82,93,7,98,100,3,106,81,5,95,101,11,107
9,110,1,112,111,9,112,104,2,111,92,5,96,78,3,82,96,3,98,106,2,108,97,3,100,81,3,88,88,6,93
