1,84,3,88,105,8,108,75,9,78,96,7,110,94,7,100,97,5,100,102,5,104,101,6,112,100,6,109,77,13,91
0,91,3,97,102,8,104,111,8,122,92,6,106,97,6,108,85,4,94,107,4,108,84,7,90,75,9,82,83,18,89
2,101,3,103,113,4,114,91,5,93,90,5,98,104,12,113,74,6,78,93,1,94,93,0,101,94,4,101,91,16,105
4,97,4,98,103,4,105,100,11,105,102,4,111,87,13,92,75,4,82,111,3,112,101,4,109,86,5,94,80,6,92
3,94,5,95,102,5,106,105,8,111,90,12,99,95,7,106,75,10,80,84,4,86,105,6,113,82,5,97,96,10,107
5,106,7,106,119,2,120,108,3,116,81,9,90,86,12,94,88,9,99,90,8,94,90,6,98,72,7,83,84,13,100
7,96,3,100,94,5,98,100,8,101,89,11,99,75,6,85,88,5,94,106,8,106,89,7,97,92,5,103,103,10,117
6,95,1,96,109,4,110,94,5,98,96,5,101,84,6,98,96,6,99,91,8,93,103,5,113,91,2,98,84,15,94
8,93,5,96,116,4,118,107,4,110,89,8,99,82,3,89,79,7,82,95,7,98,99,2,106,82,5,95,100,13,107
9,111,0,112,112,7,112,104,2,111,88,7,96,77,6,82,92,4,98,106,1,108,93,4,100,81,6,88,86,13,93
