1,85,3,88,105,4,108,76,4,78,101,4,110,95,4,100,99,2,100,104,5,104,104,3,112,101,5,109,82,14,91
0,94,2,97,102,3,104,112,5,122,98,4,106,102,2,108,91,6,94,107,3,108,88,7,90,78,5,82,83,8,89
2,101,1,103,113,2,114,91,5,93,94,2,98,109,8,113,74,3,78,93,3,94,99,3,101,94,5,101,94,6,105
3,91,3,95,102,4,106,105,3,111,95,3,99,104,3,106,78,7,80,84,4,86,105,6,113,89,1,97,102,11,107
5,105,0,106,119,1,120,108,2,116,84,12,90,90,4,94,91,5,99,93,5,94,94,6,98,77,4,83,94,6,100
4,97,1,98,103,2,105,98,4,105,102,8,111,86,7,92,76,4,82,112,4,112,102,4,109,90,5,94,86,9,92
6,96,4,96,109,1,110,94,0,98,98,3,101,93,5,98,95,3,99,92,4,93,107,4,113,93,2,98,89,8,94
7,97,1,100,95,1,98,99,3,101,94,6,99,80,5,85,87,5,94,106,5,106,94,5,97,96,2,103,112,7,117
8,96,2,96,116,3,118,106,4,110,91,6,99,84,2,89,79,6,82,96,3,98,105,6,106,85,2,95,100,8,107
9,111,0,112,111,5,112,102,1,111,92,6,96,78,4,82,92,2,98,108,1,108,97,6,100,85,4,88,87,8,93
