1,85,2,88,105,4,108,74,5,78,98,12,110,94,9,100,95,4,100,102,4,104,101,4,112,100,8,109,75,19,91
0,93,1,97,102,7,104,109,6,122,91,7,106,97,9,108,84,5,94,107,6,108,84,7,90,74,12,82,80,19,89
2,101,3,103,113,6,114,88,6,93,89,6,98,102,9,113,72,9,78,93,3,94,95,3,101,93,3,101,90,16,105
4,96,1,98,103,5,105,99,5,105,104,7,111,86,8,92,74,5,82,112,8,112,101,7,109,83,3,94,82,11,92
3,94,7,95,101,5,106,104,7,111,88,9,99,96,7,106,76,8,80,84,9,86,104,2,113,85,7,97,97,10,107
5,105,4,106,120,2,120,109,2,116,81,9,90,86,6,94,89,7,99,93,12,94,93,7,98,72,7,83,86,10,100
7,94,0,100,94,5,98,98,7,101,88,8,99,76,9,85,88,12,94,105,9,106,92,7,97,87,7,103,104,10,117
6,96,3,96,109,3,110,91,2,98,96,4,101,89,9,98,94,10,99,91,7,93,104,5,113,90,4,98,82,11,94
8,92,3,96,116,5,118,106,4,110,92,10,99,82,5,89,80,7,82,94,5,98,98,2,106,82,6,95,98,13,107
9,110,0,112,111,9,112,103,3,111,91,7,96,77,6,82,94,3,98,105,3,108,95,5,100,79,5,88,84,10,93
