1,85,2,88,105,4,108,73,4,78,100,11,110,96,7,100,96,3,100,102,4,104,103,7,112,97,10,109,75,16,91
0,93,2,97,102,7,104,109,7,122,94,5,106,99,6,108,85,6,94,106,6,108,84,8,90,74,9,82,78,20,89
2,100,3,103,113,6,114,88,6,93,90,7,98,102,8,113,72,9,78,93,4,94,94,2,101,94,2,101,91,16,105
4,95,1,98,103,5,105,100,6,105,103,7,111,87,7,92,76,5,82,112,7,112,100,7,109,83,5,94,82,9,92
3,94,6,95,101,6,106,103,6,111,88,9,99,97,7,106,77,10,80,84,9,86,104,2,113,84,6,97,97,10,107
5,105,4,106,120,2,120,109,2,116,82,10,90,85,5,94,87,8,99,93,12,94,93,7,98,72,7,83,85,12,100
7,94,0,100,94,6,98,98,6,101,90,8,99,77,7,85,87,11,94,105,10,106,91,8,97,86,6,103,106,10,117
6,96,5,96,109,6,110,92,3,98,94,5,101,90,11,98,93,9,99,90,7,93,103,5,113,89,3,98,80,10,94
8,93,3,96,116,6,118,106,6,110,92,8,99,82,3,89,80,6,82,94,5,98,95,3,106,82,7,95,99,14,107
9,111,0,112,111,9,112,103,2,111,90,8,96,77,6,82,95,3,98,105,3,108,94,6,100,78,4,88,83,12,93
