1,85,2,88,106,7,108,73,2,78,101,7,110,93,2,100,97,3,100,102,7,104,107,4,112,100,5,109,83,14,91
0,94,3,97,103,7,104,109,4,122,99,2,106,102,4,108,90,3,94,106,5,108,86,8,90,74,4,82,84,13,89
2,102,4,103,113,6,114,87,6,93,94,2,98,108,3,113,76,4,78,93,3,94,95,2,101,95,0,101,97,10,105
3,95,4,95,103,10,106,107,3,111,89,5,99,100,4,106,79,12,80,84,4,86,106,2,113,84,0,97,99,10,107
5,105,1,106,120,1,120,112,1,116,84,8,90,89,2,94,92,9,99,92,8,94,94,6,98,74,4,83,90,8,100
4,96,1,98,104,7,105,100,3,105,107,8,111,88,4,92,76,3,82,112,7,112,102,3,109,86,2,94,84,7,92
6,96,6,96,109,6,110,95,0,98,99,3,101,92,4,98,93,2,99,90,8,93,106,5,113,92,1,98,86,7,94
7,96,1,100,94,7,98,97,3,101,90,4,99,82,6,85,90,9,94,104,5,106,95,7,97,91,4,103,108,7,117
8,95,4,96,116,6,118,108,3,110,93,8,99,83,1,89,81,3,82,95,5,98,101,2,106,81,3,95,102,10,107
9,111,2,112,112,8,112,103,2,111,92,4,96,78,4,82,94,2,98,108,1,108,97,4,100,83,3,88,86,6,93
