1,85,3,88,106,4,108,74,6,78,97,10,110,93,9,100,96,4,100,101,5,104,103,4,112,99,8,109,75,18,91
0,91,1,97,102,8,104,112,5,122,93,7,106,97,5,108,85,5,94,107,5,108,83,7,90,76,8,82,84,19,89
2,101,3,103,113,5,114,88,6,93,90,6,98,100,7,113,73,6,78,93,2,94,94,2,101,95,3,101,95,18,105
4,96,1,98,103,5,105,99,5,105,103,5,111,86,8,92,76,4,82,112,8,112,101,6,109,85,3,94,81,13,92
3,94,6,95,101,5,106,105,7,111,87,10,99,95,9,106,76,10,80,84,9,86,104,3,113,84,5,97,95,11,107
5,105,4,106,120,2,120,110,2,116,82,11,90,83,6,94,88,5,99,93,11,94,92,7,98,73,7,83,86,13,100
7,95,2,100,94,5,98,98,7,101,89,8,99,74,8,85,88,13,94,105,8,106,90,9,97,88,5,103,104,10,117
6,96,4,96,109,4,110,92,2,98,96,3,101,86,9,98,95,10,99,91,5,93,102,5,113,91,4,98,82,14,94
8,92,3,96,116,4,118,105,2,110,89,9,99,82,4,89,80,8,82,95,5,98,99,3,106,84,6,95,100,14,107
9,110,1,112,111,8,112,103,3,111,90,6,96,77,7,82,94,3,98,105,3,108,95,3,100,81,6,88,84,10,93
