1,85,1,88,106,10,108,71,4,78,97,15,110,95,9,100,93,5,100,100,5,104,101,8,112,96,10,109,72,17,91
0,93,3,97,103,11,104,103,5,122,91,4,106,95,4,108,87,5,94,107,8,108,82,6,90,71,14,82,84,24,89
2,99,3,103,113,11,114,87,5,93,89,10,98,95,8,113,71,7,78,93,5,94,91,4,101,94,4,101,88,23,105
3,92,5,95,102,9,106,102,4,111,86,6,99,95,10,106,76,11,80,84,13,86,101,3,113,84,10,97,93,14,107
4,95,2,98,103,10,105,95,5,105,100,9,111,84,7,92,75,3,82,112,7,112,97,5,109,84,9,94,81,17,92
5,105,3,106,120,2,120,108,2,116,79,12,90,80,7,94,85,10,99,92,15,94,90,7,98,73,9,83,83,18,100
7,95,1,100,94,11,98,96,5,101,88,7,99,74,8,85,89,11,94,104,8,106,90,7,97,85,7,103,107,13,117
6,96,7,96,109,9,110,92,1,98,93,5,101,86,8,98,93,7,99,91,8,93,99,5,113,89,3,98,84,15,94
8,93,3,96,116,8,118,103,5,110,87,8,99,77,3,89,80,9,82,95,5,98,92,3,106,82,11,95,101,19,107
9,110,0,112,111,11,112,101,3,111,86,5,96,76,4,82,95,7,98,105,4,108,92,4,100,77,9,88,85,15,93
