1,85,2,88,106,5,108,73,3,78,99,5,110,93,3,100,95,3,100,103,7,104,108,3,112,101,6,109,86,14,91
0,94,2,97,103,6,104,111,4,122,99,1,106,102,5,108,91,4,94,106,1,108,87,6,90,74,4,82,85,15,89
2,103,4,103,113,5,114,88,5,93,93,3,98,108,4,113,73,3,78,93,3,94,96,1,101,95,2,101,97,11,105
3,94,3,95,103,7,106,106,5,111,90,3,99,99,4,106,78,10,80,85,4,86,107,4,113,87,1,97,100,10,107
5,105,2,106,120,1,120,111,0,116,83,10,90,89,2,94,91,7,99,93,7,94,96,5,98,76,5,83,91,6,100
4,96,2,98,103,5,105,101,4,105,106,7,111,87,5,92,75,4,82,111,6,112,104,3,109,87,1,94,85,8,92
6,96,7,96,109,5,110,94,1,98,98,4,101,90,4,98,93,2,99,90,8,93,104,3,113,91,2,98,89,10,94
7,96,1,100,95,8,98,98,5,101,91,8,99,83,6,85,89,6,94,104,4,106,95,3,97,91,4,103,108,5,117
8,95,5,96,116,6,118,106,3,110,91,9,99,83,1,89,81,5,82,93,4,98,101,2,106,83,5,95,101,10,107
9,111,2,112,112,10,112,103,2,111,89,3,96,78,3,82,95,3,98,106,1,108,98,5,100,83,2,88,88,6,93
