1,85,2,88,106,6,108,74,4,78,101,8,110,94,1,100,96,3,100,102,7,104,106,5,112,101,5,109,83,11,91
0,95,3,97,103,6,104,111,4,122,100,2,106,102,5,108,90,5,94,106,1,108,88,6,90,77,4,82,82,10,89
2,103,3,103,113,1,114,90,3,93,96,3,98,106,4,113,74,2,78,93,3,94,98,1,101,95,1,101,98,13,105
3,94,2,95,102,6,106,106,5,111,93,4,99,101,4,106,78,6,80,85,4,86,107,4,113,89,2,97,100,8,107
5,105,2,106,120,1,120,110,1,116,85,10,90,91,3,94,90,7,99,93,8,94,95,5,98,75,3,83,91,5,100
4,97,2,98,103,5,105,100,4,105,106,5,111,86,3,92,75,4,82,111,8,112,104,4,109,87,5,94,86,5,92
6,96,5,96,110,5,110,95,0,98,99,3,101,90,6,98,94,3,99,90,6,93,102,3,113,91,2,98,88,12,94
7,96,2,100,95,8,98,98,4,101,93,7,99,83,7,85,88,6,94,104,5,106,94,5,97,93,2,103,107,3,117
8,95,4,96,116,4,118,106,2,110,90,9,99,83,1,89,81,4,82,95,4,98,102,2,106,84,5,95,102,11,107
9,111,2,112,112,7,112,105,2,111,89,7,96,78,3,82,92,4,98,106,1,108,98,5,100,82,1,88,88,7,93
