1,85,4,88,105,5,108,74,6,78,99,8,110,94,7,100,94,3,100,101,5,104,103,4,112,103,10,109,77,13,91
0,91,2,97,102,7,104,111,7,122,91,6,106,98,5,108,86,4,94,107,5,108,84,5,90,73,10,82,86,20,89
2,100,3,103,113,5,114,89,5,93,90,6,98,102,9,113,74,6,78,93,3,94,96,1,101,94,2,101,93,16,105
4,97,1,98,103,4,105,99,6,105,102,5,111,87,7,92,75,5,82,111,10,112,102,5,109,85,6,94,82,8,92
3,94,5,95,101,4,106,105,5,111,90,12,99,96,6,106,74,8,80,83,9,86,105,8,113,85,5,97,96,9,107
5,105,6,106,120,1,120,109,3,116,82,10,90,87,6,94,88,8,99,91,10,94,92,7,98,71,9,83,85,10,100
7,95,0,100,94,4,98,100,6,101,91,9,99,74,8,85,89,12,94,105,9,106,91,7,97,89,4,103,103,10,117
6,96,6,96,109,4,110,94,2,98,95,2,101,86,10,98,96,9,99,91,6,93,103,4,113,90,3,98,80,14,94
8,94,5,96,116,4,118,106,2,110,89,9,99,80,3,89,80,8,82,92,6,98,98,5,106,81,6,95,99,17,107
9,111,1,112,111,7,112,105,3,111,88,9,96,76,10,82,92,3,98,106,2,108,94,3,100,79,7,88,82,11,93
