1,85,3,88,105,5,108,76,14,78,99,15,110,96,13,100,97,5,100,101,4,104,98,10,112,94,5,109,66,9,91
0,92,5,97,102,7,104,113,9,122,91,13,106,101,15,108,81,6,94,106,4,108,87,8,90,72,8,82,70,10,89
2,101,4,103,113,4,114,91,9,93,90,14,98,107,22,113,70,6,78,92,1,94,94,5,101,87,4,101,77,9,105
4,97,1,98,104,3,105,100,11,105,104,15,111,88,17,92,73,5,82,112,3,112,102,6,109,77,3,94,75,4,92
3,95,8,95,101,4,106,105,11,111,92,20,99,102,18,106,71,8,80,83,6,86,102,9,113,77,3,97,83,2,107
5,106,6,106,120,1,120,110,7,116,81,13,90,87,16,94,90,11,99,89,5,94,91,9,98,68,5,83,78,7,100
7,98,4,100,96,3,98,99,8,101,91,17,99,79,15,85,85,13,94,105,4,106,91,9,97,85,3,103,91,4,117
6,96,5,96,108,7,110,94,13,98,94,10,101,90,12,98,94,8,99,88,7,93,101,8,113,84,0,98,74,7,94
8,94,5,96,116,6,118,108,7,110,92,16,99,83,11,89,78,8,82,93,5,98,100,8,106,76,4,95,84,6,107
9,111,3,112,112,8,112,104,4,111,90,13,96,80,13,82,90,3,98,101,2,108,96,13,100,77,6,88,69,5,93
