1,85,2,88,106,6,108,74,1,78,103,6,110,93,5,100,97,2,100,103,7,104,106,6,112,98,4,109,83,13,91
2,103,3,103,113,5,114,88,2,93,96,5,98,109,1,113,74,4,78,93,1,94,98,3,101,93,0,101,100,9,105
0,94,2,97,103,9,104,109,5,122,101,2,106,105,1,108,87,8,94,107,4,108,87,9,90,71,0,82,86,10,89
3,94,4,95,104,10,106,105,4,111,91,4,99,98,3,106,77,8,80,85,5,86,106,7,113,84,2,97,100,9,107
4,98,2,98,104,8,105,97,2,105,106,7,111,87,5,92,76,4,82,112,2,112,104,4,109,89,1,94,86,6,92
5,105,4,106,120,5,120,111,1,116,86,5,90,88,4,94,92,6,99,93,6,94,94,4,98,72,3,83,92,9,100
6,96,5,96,109,7,110,92,0,98,98,2,101,90,6,98,95,2,99,91,6,93,103,3,113,94,3,98,88,10,94
7,96,3,100,95,8,98,97,2,101,94,10,99,83,5,85,87,5,94,104,6,106,95,8,97,92,2,103,105,3,117
8,96,3,96,116,7,118,106,4,110,94,7,99,83,1,89,79,5,82,96,4,98,102,3,106,80,3,95,102,9,107
9,111,1,112,112,14,112,103,1,111,91,7,96,77,2,82,93,3,98,106,1,108,97,5,100,78,1,88,88,9,93
