2,103,2,103,113,6,114,88,2,93,95,5,98,108,4,113,74,2,78,93,2,94,98,5,101,94,0,101,98,8,105
1,85,3,88,106,7,108,73,0,78,100,7,110,93,2,100,95,4,100,102,7,104,109,8,112,99,4,109,86,10,91
0,94,2,97,103,12,104,110,4,122,101,2,106,105,2,108,88,8,94,106,4,108,87,11,90,69,0,82,83,9,89
4,98,1,98,104,9,105,96,3,105,105,9,111,86,4,92,76,6,82,112,1,112,105,4,109,85,1,94,87,8,92
3,94,7,95,104,10,106,102,5,111,88,4,99,100,4,106,76,10,80,85,4,86,105,8,113,84,2,97,99,9,107
5,105,4,106,120,8,120,109,1,116,86,5,90,87,5,94,92,6,99,93,5,94,96,6,98,70,3,83,91,8,100
6,96,6,96,109,9,110,90,0,98,100,5,101,91,5,98,94,1,99,91,5,93,103,4,113,93,1,98,88,9,94
8,96,3,96,116,8,118,106,6,110,93,9,99,81,1,89,79,5,82,95,2,98,102,2,106,81,3,95,102,10,107
7,96,3,100,96,10,98,96,3,101,93,8,99,83,3,85,87,5,94,104,6,106,95,8,97,90,2,103,107,5,117
9,111,1,112,112,15,112,102,1,111,91,8,96,77,3,82,93,2,98,106,1,108,97,8,100,76,1,88,87,8,93
