0,86,12,97,99,15,104,77,31,122,69,30,106,68,51,108,56,24,94,77,33,108,66,19,90,53,47,82,48,39,89
2,92,18,103,111,12,114,60,34,93,68,20,98,70,47,113,48,31,78,72,38,94,76,17,101,70,23,101,54,39,105
1,81,10,88,106,12,108,56,29,78,68,32,110,64,48,100,76,29,100,72,27,104,80,22,112,74,35,109,40,39,91
4,91,7,98,104,20,105,75,31,105,70,30,111,66,54,92,52,32,82,79,24,112,74,17,109,61,27,94,50,36,92
3,85,25,95,99,10,106,77,26,111,63,31,99,67,46,106,48,26,80,64,31,86,86,29,113,62,30,97,57,38,107
5,100,19,106,119,7,120,70,28,116,63,29,90,66,53,94,66,17,99,61,42,94,81,24,98,55,28,83,45,27,100
7,88,13,100,92,14,98,66,34,101,69,31,99,60,47,85,61,24,94,73,42,106,69,24,97,65,28,103,65,35,117
6,88,21,96,106,5,110,71,33,98,71,22,101,63,49,98,66,22,99,64,41,93,73,13,113,68,28,98,53,43,94
8,84,13,96,112,10,118,80,37,110,72,29,99,57,51,89,58,28,82,68,29,98,80,12,106,58,31,95,56,35,107
9,102,14,112,110,16,112,80,30,111,68,23,96,52,37,82,68,25,98,70,22,108,83,24,100,61,33,88,50,32,93
