2,103,3,103,113,6,114,88,2,93,95,5,98,110,3,113,74,2,78,93,0,94,98,4,101,93,0,101,99,9,105
1,85,2,88,106,7,108,74,2,78,100,6,110,93,1,100,97,2,100,103,7,104,107,9,112,98,4,109,84,13,91
0,94,2,97,103,11,104,109,4,122,100,3,106,104,1,108,87,8,94,107,4,108,87,9,90,69,1,82,85,12,89
3,94,5,95,104,10,106,105,4,111,90,5,99,100,4,106,76,12,80,84,2,86,105,9,113,84,1,97,98,8,107
5,105,3,106,120,7,120,111,1,116,86,5,90,88,6,94,92,6,99,93,5,94,95,6,98,71,3,83,90,7,100
4,97,1,98,104,8,105,97,3,105,105,8,111,86,4,92,76,4,82,112,1,112,105,4,109,88,2,94,87,8,92
6,96,5,96,109,8,110,90,0,98,99,4,101,91,6,98,94,1,99,91,5,93,103,4,113,94,3,98,87,10,94
8,96,3,96,116,8,118,106,4,110,94,7,99,82,1,89,79,5,82,96,3,98,102,3,106,82,2,95,102,9,107
7,96,3,100,95,10,98,96,3,101,95,10,99,82,4,85,85,6,94,104,6,106,95,9,97,91,1,103,106,3,117
9,111,1,112,112,14,112,103,1,111,91,7,96,76,2,82,94,4,98,105,2,108,97,6,100,77,1,88,87,9,93
