0,95,2,97,103,7,104,110,4,122,100,2,106,104,2,108,88,8,94,107,3,108,88,8,90,72,1,82,86,10,89
2,103,3,103,113,4,114,88,1,93,96,4,98,110,3,113,76,5,78,93,0,94,97,4,101,93,0,101,98,9,105
1,85,2,88,106,6,108,74,1,78,105,4,110,93,4,100,96,3,100,103,5,104,108,5,112,99,4,109,86,11,91
3,94,3,95,103,7,106,105,5,111,89,3,99,100,3,106,78,12,80,85,4,86,108,6,113,85,1,97,100,9,107
4,98,2,98,104,8,105,97,2,105,106,8,111,84,5,92,74,4,82,112,3,112,105,5,109,88,1,94,85,9,92
5,105,1,106,120,4,120,110,1,116,86,8,90,88,7,94,91,8,99,93,4,94,95,4,98,73,3,83,90,9,100
6,96,4,96,109,6,110,92,0,98,98,3,101,91,6,98,94,3,99,91,6,93,103,4,113,94,3,98,88,9,94
7,96,2,100,95,8,98,98,2,101,92,8,99,82,7,85,87,6,94,104,6,106,95,7,97,93,3,103,105,4,117
8,96,3,96,116,7,118,106,4,110,94,9,99,82,1,89,79,5,82,96,4,98,101,3,106,79,2,95,101,12,107
9,111,1,112,112,12,112,104,2,111,90,6,96,77,2,82,94,4,98,105,1,108,97,5,100,81,1,88,88,7,93
